predictions,labels,delta
204349.93545313063,188000.0,16349.93545313063
299584.82972470525,188200.0,111384.82972470525
506057.43544291466,189000.0,317057.43544291466
318310.0874159797,189650.0,128660.08741597971
194322.6643999248,189950.0,4372.6643999248045
274817.2614129922,190000.0,84817.2614129922
409197.8828958165,190000.0,219197.88289581652
274597.1264023252,190000.0,84597.12640232517
333420.10114264366,190000.0,143420.10114264366
345803.8852985002,190000.0,155803.8852985002
441408.4960382315,190000.0,251408.49603823147
326122.84871483827,190000.0,136122.84871483827
334671.2538954173,190000.0,144671.25389541732
324281.84448324086,190000.0,134281.84448324086
275332.7702840455,190848.0,84484.77028404549
169555.09608821175,191000.0,21444.90391178825
414064.2796132007,191950.0,222114.2796132007
392612.7923511189,192000.0,200612.79235111887
179582.36714141758,192500.0,12917.632858582423
355091.72341539257,192500.0,162591.72341539257
278798.43279116636,193000.0,85798.43279116636
259487.11267566122,193000.0,66487.11267566122
194692.38086808153,195000.0,307.6191319184727
225651.84125772287,195000.0,30651.841257722874
305776.7218026335,195000.0,110776.72180263349
315064.5599195259,195000.0,120064.55991952593
284990.32486909465,195000.0,89990.32486909465
342707.93925953604,195000.0,147707.93925953604
404626.8600388187,195000.0,209626.86003881868
246953.747062315,196000.0,50953.747062315
323026.9026758742,196500.0,126526.90267587418
302680.7757636694,196900.0,105780.7757636694
262433.4772571357,197200.0,65233.47725713567
216364.00314083046,198000.0,18364.003140830464
346393.73677732394,198900.0,147493.73677732394
219090.23271163786,199000.0,20090.23271163786
376983.4806988085,199000.0,177983.4806988085
194322.6643999248,199500.0,5177.3356000751955
188500.48879015326,199950.0,11449.511209846736
222186.178750602,199950.0,22236.178750602005
362509.2195717185,199950.0,162559.21957171848
247103.3285198047,199950.0,47153.328519804694
335556.4792346273,199950.0,135606.47923462727
477973.7860815704,199950.0,278023.7860815704
238035.62541357934,199988.0,38047.62541357934
247323.46353047178,199990.0,47333.46353047178
250049.69310127915,199990.0,50059.69310127915
228747.78729668702,200000.0,28747.78729668702
228747.78729668702,200000.0,28747.78729668702
238035.62541357934,200000.0,38035.62541357934
358777.52093318047,200000.0,158777.52093318047
405216.7115176424,200000.0,205216.71151764243
206706.44855578133,200000.0,6706.448555781331
231474.01686749439,200000.0,31474.016867494385
265529.4232960998,200000.0,65529.42329609982
565836.1890756205,200000.0,365836.1890756205
265159.70682794316,200000.0,65159.706827943155
250934.91844048916,200000.0,50934.91844048916
402266.5578815749,200000.0,202266.5578815749
259487.11267566122,200000.0,59487.11267566122
443399.0817273185,200000.0,243399.08172731852
553012.1348984297,200126.0,352886.13489842974
209802.39459474548,200450.0,9352.394594745478
222186.178750602,201000.0,21186.178750602005
353101.1377263055,202000.0,151101.13772630552
380964.65207698266,202500.0,178464.65207698266
394233.6615720492,202500.0,191733.6615720492
169555.09608821175,203000.0,33444.90391178825
194322.6643999248,203000.0,8677.335600075196
284990.32486909465,203000.0,81990.32486909465
431385.0140396188,203700.0,227685.01403961878
365484.92188216205,204000.0,161484.92188216205
299954.546192862,205000.0,94954.54619286198
209802.39459474548,205000.0,4802.394594745478
274817.2614129922,205000.0,69817.2614129922
284105.0995298846,205000.0,79105.09952988458
290296.9916078129,205000.0,85296.99160781287
166089.43358109094,205000.0,38910.56641890906
476938.97928487073,205000.0,271938.97928487073
286980.9105581817,205000.0,81980.9105581817
304081.50997393264,205000.0,99081.50997393264
416790.50918400806,205000.0,211790.50918400806
329218.7947538024,205500.0,123718.79475380242
209802.39459474548,205950.0,3852.3945947454777
370791.5886208803,205950.0,164841.58862088033
318160.50595849,206000.0,112160.50595849002
318160.50595849,206000.0,112160.50595849002
387672.0530259641,206000.0,181672.05302596412
324352.3980364183,206135.0,118217.39803641831
329364.587156699,206325.0,123039.58715669898
347794.47098758724,206600.0,141194.47098758724
321256.45199745416,206990.0,114266.45199745416
194322.6643999248,207000.0,12677.335600075196
243857.8010233509,207000.0,36857.80102335091
280789.0184802534,207000.0,73789.0184802534
392022.940872295,207000.0,185022.940872295
509299.1738847754,207000.0,302299.1738847754
281378.8699590772,207100.0,74278.86995907722
417230.77920534223,207500.0,209730.77920534223
255285.80628682004,207950.0,47335.806286820036
421507.3244439026,208000.0,213507.3244439026
298259.3343641611,209000.0,89259.33436416113
229853.14764656406,210000.0,19853.14764656406
321995.88493376767,210000.0,111995.88493376767
194692.38086808153,210000.0,15307.619131918473
203980.21898497394,210000.0,6019.781015026063
445094.2935560195,210000.0,235094.2935560195
218720.5162434812,210000.0,8720.516243481194
201030.06534890633,210000.0,8969.934651093674
348899.8313374643,210000.0,138899.83133746427
499865.54336498637,210000.0,289865.54336498637
484016.09670200903,210000.0,274016.09670200903
419886.45522297226,210000.0,209886.45522297226
215994.2866726737,210490.0,5504.286672673712
479149.6999846249,210500.0,268649.6999846249
609329.015078608,210500.0,398829.01507860795
497355.659750253,211000.0,286355.659750253
245628.25170177087,211000.0,34628.251701770874
210172.1110629022,212000.0,1827.8889370977995
216364.00314083046,212000.0,4364.003140830464
231474.01686749439,212000.0,19474.016867494385
241647.08032359678,212000.0,29647.080323596776
256021.45016854035,212000.0,44021.45016854035
306661.94714184356,212500.0,94161.94714184356
466176.0643499445,213000.0,253176.06434994453
269510.594674274,213400.0,56110.594674273976
613530.3214674492,213500.0,400030.3214674492
416790.50918400806,214000.0,202790.50918400806
314844.42490885884,214946.0,99898.42490885884
191596.4348291174,215000.0,23403.56517088259
429984.2798293555,215000.0,214984.27982935548
206706.44855578133,215000.0,8293.551444218669
222186.178750602,215000.0,7186.178750602005
268625.36933506397,215000.0,53625.369335063966
281009.1534909205,215000.0,66009.1534909205
299584.82972470525,215000.0,84584.82972470525
322511.3938048209,215000.0,107511.3938048209
411924.112466624,215000.0,196924.112466624
293908.4465178303,215000.0,78908.4465178303
463449.8347791371,215000.0,248449.8347791371
351626.06090827176,215000.0,136626.06090827176
357817.95298619993,215000.0,142817.95298619993
445389.66741640563,215000.0,230389.66741640563
430971.73909898277,215000.0,215971.73909898277
321626.1684656109,216000.0,105626.16846561088
307547.1724810535,216000.0,91547.17248105351
430971.73909898277,216000.0,214971.73909898277
191596.4348291174,216500.0,24903.56517088259
299954.546192862,216500.0,83454.54619286198
271721.31537402805,216500.0,55221.315374028054
311012.8349881744,217500.0,93512.83498817438
206706.44855578133,218000.0,11293.551444218669
212898.34063370957,218000.0,5101.659366290434
325237.6233756283,218000.0,107237.62337562832
488217.40309085016,218000.0,270217.40309085016
345803.8852985002,218500.0,127303.88529850019
296858.6001538979,219000.0,77858.60015389789
209802.39459474548,219000.0,9197.605405254522
246953.747062315,219500.0,27453.747062315
191226.71836096066,219900.0,28673.281639039342
278282.92392011307,219950.0,58332.92392011307
237665.90894542262,219950.0,17715.90894542262
281009.1534909205,219950.0,61059.15349092049
311968.6138805618,219950.0,92018.61388056178
244743.02636256092,219950.0,24793.026362560922
415020.05850558815,219950.0,195070.05850558815
163363.20401028352,220000.0,56636.795989716484
219090.23271163786,220000.0,909.7672883621417
237665.90894542262,220000.0,17665.90894542262
259337.53121817153,220000.0,39337.53121817153
423422.6712832705,220000.0,203422.67128327052
218720.5162434812,220000.0,1279.4837565188063
175007.55522982666,220000.0,44992.444770173344
427403.8426614447,220000.0,207403.84266144468
296268.7486750741,220000.0,76268.74867507408
314844.42490885884,220000.0,94844.42490885884
288601.77977911197,220000.0,68601.77977911197
356712.5926363229,220000.0,136712.5926363229
293322.38409359957,220000.0,73322.38409359957
278282.92392011307,220500.0,57782.92392011307
429764.14481868845,220650.0,209114.14481868845
191226.71836096066,221000.0,29773.281639039342
362168.8408325308,221000.0,141168.8408325308
361503.75050398795,222000.0,139503.75050398795
319045.7312977001,222000.0,97045.73129770008
363274.20118240785,222000.0,141274.20118240785
288971.49624726875,222400.0,66571.49624726875
228378.07082853024,223000.0,5378.070828530239
336516.04718160775,223000.0,113516.04718160775
323026.9026758742,223000.0,100026.90267587418
359293.02980423375,224000.0,135293.02980423375
418116.00454455224,224950.0,193166.00454455224
558834.3105082014,224950.0,333884.31050820136
253515.35560840002,225000.0,28515.355608400016
262803.1937252924,225000.0,37803.193725292396
284474.81599804136,225000.0,59474.81599804136
290666.7080759696,225000.0,65666.7080759696
222186.178750602,225000.0,2813.8212493979954
256241.58517920744,225000.0,31241.58517920744
281009.1534909205,225000.0,56009.15349092049
296488.8836857411,225000.0,71488.88368574111
296488.8836857411,225000.0,71488.88368574111
283735.3830617279,225000.0,58735.383061727916
297374.1090249512,225000.0,72374.10902495118
300470.05506391526,225000.0,75470.05506391526
337621.40753148485,225000.0,112621.40753148485
395339.02192192624,225000.0,170339.02192192624
292803.0861679532,225000.0,67803.08616795321
369466.09326033614,225000.0,144466.09326033614
374552.6249883874,225000.0,149552.6249883874
696531.0130406569,225000.0,471531.0130406569
385461.3323262101,225000.0,160461.3323262101
281009.1534909205,225205.0,55804.15349092049
376983.4806988085,225900.0,151083.4806988085
209802.39459474548,226000.0,16197.605405254522
451066.05062328064,226450.0,224616.05062328064
350005.1916873414,226740.0,123265.19168734137
382955.2377660697,227000.0,155955.2377660697
652302.5431559491,227000.0,425302.5431559491
277913.20745195635,228000.0,49913.20745195635
337251.6910633281,228900.0,108351.69106332812
222186.178750602,229000.0,6813.821249397995
333640.2361533107,229000.0,104640.23615331069
401751.04901052156,229000.0,172751.04901052156
414650.3420374314,229000.0,185650.34203743137
399394.5359078709,229500.0,169894.53590787092
473843.03324590664,229500.0,244343.03324590664
556697.9324162178,229500.0,327197.93241621775
222186.178750602,229900.0,7713.821249397995
355311.85842605965,229900.0,125411.85842605965
226387.4851394432,229950.0,3562.51486055681
321036.31698678713,229999.0,91037.31698678713
259707.2476863283,230000.0,29707.24768632831
368065.35905007285,230000.0,138065.35905007285
414504.54963453487,230000.0,184504.54963453487
225282.1247895661,230000.0,4717.875210433907
237665.90894542262,230000.0,7665.90894542262
262433.4772571357,230000.0,32433.477257135673
277913.20745195635,230000.0,47913.20745195635
339832.128231239,230000.0,109832.12823123898
383175.3727767368,230000.0,153175.3727767368
325237.6233756283,230000.0,95237.62337562832
418116.00454455224,230000.0,188116.00454455224
268405.2343243969,230000.0,38405.23432439688
348899.8313374643,230000.0,118899.83133746427
394603.3780402059,230000.0,164603.37804020592
384945.82345515676,230000.0,154945.82345515676
232874.75107775762,230000.0,2874.7510777576244
390398.2825967716,230000.0,160398.2825967716
293172.80263610993,231000.0,62172.80263610993
350890.4170265513,231200.0,119690.41702655132
225282.1247895661,231750.0,6467.875210433907
365484.92188216205,232000.0,133484.92188216205
317940.370947823,232000.0,85940.37094782299
296488.8836857411,233000.0,63488.88368574111
522492.94453012274,233000.0,289492.94453012274
350890.4170265513,233000.0,117890.41702655132
514605.8406234936,233000.0,281605.8406234936
451286.1856339478,234000.0,217286.18563394778
330544.29011434654,234950.0,95594.29011434654
304081.50997393264,234950.0,69131.50997393264
426298.4823115676,234975.0,191323.48231156758
287570.76203700545,235000.0,52570.76203700545
324722.11450457503,235000.0,89722.11450457503
364969.41301110876,235000.0,129969.41301110876
364969.41301110876,235000.0,129969.41301110876
206706.44855578133,235000.0,28293.55144421867
234569.96290645853,235000.0,430.0370935414685
237665.90894542262,235000.0,2665.9089454226196
296488.8836857411,235000.0,61488.88368574111
315064.5599195259,235000.0,80064.55991952593
352215.91238709557,235000.0,117215.91238709557
268255.65286690724,235000.0,33255.65286690724
302090.9242848456,235000.0,67090.92428484559
254916.08981866325,235000.0,19916.089818663255
391137.71553308505,235000.0,156137.71553308505
409123.540288046,235000.0,174123.540288046
340717.353570449,235500.0,105217.35357044899
200884.2729460098,235750.0,34865.72705399021
194322.6643999248,237000.0,42677.335600075196
308652.5328309306,237000.0,71652.5328309306
316835.0105979459,237000.0,79835.01059794589
222555.89521875873,237500.0,14944.104781241273
293392.937646777,238000.0,55392.93764677702
488363.1954937468,238000.0,250363.19549374678
340201.8446993957,238950.0,101251.8446993957
330324.1551036795,239000.0,91324.15510367951
279313.9416622196,239000.0,40313.941662219586
253515.35560840002,239900.0,13615.355608400016
410818.7521167469,239950.0,170868.7521167469
402416.13933906454,239950.0,162466.13933906454
484901.3220412189,239975.0,244926.32204121893
228378.07082853024,240000.0,11621.929171469761
327448.34407538245,240000.0,87448.34407538245
389367.2648546651,240000.0,149367.2648546651
438532.68500993453,240000.0,198532.68500993453
492788.42594784807,240000.0,252788.42594784807
312853.8392197718,240000.0,72853.83921977179
334525.4614925207,240000.0,94525.4614925207
382955.2377660697,240000.0,142955.2377660697
292803.0861679532,240000.0,52803.08616795321
552492.8369727836,240000.0,312492.83697278355
258012.0358576274,240000.0,18012.0358576274
323026.9026758742,240000.0,83026.90267587418
396959.8911428566,240000.0,156959.89114285662
383840.4631052798,240000.0,143840.46310527978
389662.63871505123,240000.0,149662.63871505123
385831.0487943668,240000.0,145831.04879436683
262213.34224646864,240415.0,21798.342246468645
268995.0858032207,242000.0,26995.08580322069
421211.9505835164,242000.0,179211.9505835164
404626.8600388187,242000.0,162626.86003881868
307547.1724810535,242000.0,65547.17248105351
400941.0625210308,242000.0,158941.06252103078
286611.1940900249,242025.0,44586.19409002492
200514.55647785304,242500.0,41985.44352214696
467431.0061573112,242500.0,224931.0061573112
496915.3897289188,242550.0,254365.3897289188
306412.4744022074,243000.0,63412.474402207416
286980.9105581817,243000.0,43980.9105581817
386786.82768675423,243400.0,143386.82768675423
353616.6465973588,243500.0,110116.6465973588
268995.0858032207,244000.0,24995.08580322069
334525.4614925207,244000.0,90525.4614925207
376543.21067747445,244000.0,132543.21067747445
179212.65067326088,245000.0,65787.34932673912
287570.76203700545,245000.0,42570.76203700545
191226.71836096066,245000.0,53773.28163903934
225282.1247895661,245000.0,19717.875210433907
303566.0011028794,245000.0,58566.00110287941
303566.0011028794,245000.0,58566.00110287941
408088.7334913465,245000.0,163088.73349134647
432490.3743894958,245000.0,187490.37438949582
450696.33415512386,245000.0,205696.33415512386
363274.20118240785,245000.0,118274.20118240785
443768.7981954753,245000.0,198768.7981954753
421727.4594545697,245000.0,176727.45945456967
337401.27252081776,245000.0,92401.27252081776
519692.3723515448,245000.0,274692.3723515448
535172.1025463655,245000.0,290172.10254636547
385461.3323262101,245000.0,140461.3323262101
317940.370947823,245100.0,72840.37094782299
216364.00314083046,245500.0,29135.996859169536
418116.00454455224,246000.0,172116.00454455224
464555.19512901426,246000.0,218555.19512901426
288601.77977911197,246000.0,42601.77977911197
422982.40126193635,246500.0,176482.40126193635
176486.4211024535,247000.0,70513.57889754651
310643.11852001766,247000.0,63643.118520017655
285136.11727199116,247000.0,38136.117271991156
504802.493635548,247200.0,257602.493635548
188500.48879015326,247500.0,58999.511209846736
616772.0599093098,247500.0,369272.05990930984
410598.6171060799,247800.0,162798.61710607988
203610.50251681719,248000.0,44389.497483182815
299584.82972470525,248000.0,51584.829724705254
364599.69654295204,248000.0,116599.69654295204
500381.0522360396,248000.0,252381.0522360396
577779.7032101428,248000.0,329779.7032101428
439862.86566702026,248000.0,191862.86566702026
219090.23271163786,249000.0,29909.76728836214
228378.07082853024,249000.0,20621.92917146976
278798.43279116636,249000.0,29798.432791166357
386051.18380503386,249000.0,137051.18380503386
317204.7270661026,249000.0,68204.72706610261
307547.1724810535,249000.0,58547.17248105351
338506.6328706948,249000.0,89506.6328706948
319561.2401687533,249900.0,69661.24016875331
419886.45522297226,249900.0,169986.45522297226
397329.6076110133,249950.0,147379.60761101329
323101.2452836447,250000.0,73101.2452836447
256981.01811552088,250000.0,6981.018115520885
234939.67937461525,250000.0,15060.320625384746
247323.46353047178,250000.0,2676.5364695282187
411408.6035955707,250000.0,161408.60359557072
215994.2866726737,250000.0,34005.71332732629
361503.75050398795,250000.0,111503.75050398795
293023.2211786203,250000.0,43023.2211786203
327078.62760722573,250000.0,77078.62760722573
403375.707286045,250000.0,153375.707286045
245362.21557035373,250000.0,4637.784429646272
228893.57969958353,250000.0,21106.420300416474
395708.738390083,250000.0,145708.73839008302
373667.3996491773,250000.0,123667.39964917733
444504.4420771957,250000.0,194504.44207719568
468902.293920752,250000.0,218902.293920752
509149.59242728574,250000.0,259149.59242728574
242532.3056628068,250000.0,7467.694337193214
270395.8200134839,250000.0,20395.820013483928
310273.40205186093,250000.0,60273.40205186093
461974.7579611033,250000.0,211974.75796110329
377958.16563124786,250000.0,127958.16563124786
427183.7076507776,250000.0,177183.7076507776
465883.0331378292,250000.0,215883.03313782922
447749.9695736494,250000.0,197749.9695736494
457037.8076905418,250000.0,207037.80769054178
562299.9730153221,250000.0,312299.9730153221
637487.9032896714,250000.0,387487.9032896714
453422.56372593134,250750.0,202672.56372593134
405732.2203886957,251000.0,154732.2203886957
288971.49624726875,251000.0,37971.49624726875
331059.79898539983,252000.0,79059.79898539983
332314.74079276656,252000.0,80314.74079276656
405512.0853780286,252000.0,153512.08537802863
458143.1680404188,252000.0,206143.16804041882
441558.0774957211,252000.0,189558.0774957211
210172.1110629022,252500.0,42327.8889370978
250419.40956943587,252500.0,2080.5904305641307
372046.530428247,252500.0,119546.530428247
664096.4758329819,252500.0,411596.4758329819
307031.6636100002,252700.0,54331.66361000022
228378.07082853024,253000.0,24621.92917146976
398655.10297155747,253000.0,145655.10297155747
185920.05162224243,253000.0,67079.94837775757
302460.6407530023,253000.0,49460.64075300231
549546.472391309,253000.0,296546.472391309
372562.0392993003,254000.0,118562.03929930029
433375.5997287059,254000.0,179375.59972870589
656799.2234051764,254500.0,402299.2234051764
188500.48879015326,254950.0,66449.51120984674
530085.5708183141,254950.0,275135.5708183141
476851.86233991216,254950.0,221901.86233991216
222555.89521875873,255000.0,32444.104781241273
268625.36933506397,255000.0,13625.369335063966
274817.2614129922,255000.0,19817.2614129922
433965.4512075296,255000.0,178965.45120752958
241647.08032359678,255000.0,13352.919676403224
297374.1090249512,255000.0,42374.109024951176
441778.21250638826,255000.0,186778.21250638826
364009.8450641282,255000.0,109009.84506412823
400795.27011813415,255000.0,145795.27011813415
409713.3917668698,255000.0,154713.3917668698
432636.1667923924,255000.0,177636.16679239238
348309.9798586405,255000.0,93309.97985864052
373077.5481703536,255000.0,118077.54817035358
406027.5942490819,255000.0,151027.5942490819
417600.49567349895,255500.0,162100.49567349895
181938.88024406828,256000.0,74061.11975593172
308872.66784159763,256000.0,52872.667841597635
407502.6710671157,256000.0,151502.67106711568
453941.8616515776,256900.0,197041.86165157758
210172.1110629022,257000.0,46827.8889370978
284620.60840093787,257000.0,27620.60840093787
355461.4398835493,257000.0,98461.43988354929
347971.04752577504,257000.0,90971.04752577504
488217.40309085016,257000.0,231217.40309085016
441408.4960382315,257000.0,184408.49603823147
377868.7060380186,257100.0,120768.70603801857
490207.9887799372,257200.0,233007.9887799372
253885.07207655674,257500.0,3614.9279234432615
288086.27090805874,257500.0,30586.270908058737
237445.7739347556,258000.0,20554.22606524441
562520.1080259893,258000.0,304520.10802598926
388777.4133758413,258000.0,130777.41337584128
471632.31254615245,258000.0,213632.31254615245
207961.39036314806,258305.0,50343.609636851936
352881.00271563843,258900.0,93981.00271563843
312484.12275161507,259000.0,53484.12275161507
305556.58679196646,259000.0,46556.58679196646
496399.8808578655,259000.0,237399.8808578655
230148.52150695026,259950.0,29801.47849304974
331945.02432460984,259950.0,71995.02432460984
225651.84125772287,260000.0,34348.158742277126
311968.6138805618,260000.0,51968.61388056178
432710.5094001629,260000.0,172710.5094001629
280269.7205546071,260000.0,20269.720554607105
279168.149259323,260000.0,19168.14925932302
422097.17592272634,260000.0,162097.17592272634
417895.8695338852,260000.0,157895.8695338852
513130.76380545984,260000.0,253130.76380545984
367255.37256058195,260000.0,107255.37256058195
382735.1027554026,260000.0,122735.10275540262
438462.131456757,260000.0,178462.13145675702
465955.92933927744,260000.0,205955.92933927744
478339.713495134,260000.0,218339.71349513403
423790.941345105,260000.0,163790.941345105
554633.0041193602,260000.0,294633.00411936024
411038.88712741405,260656.0,150382.88712741405
423422.6712832705,261000.0,162422.67128327052
460574.02375084016,261000.0,199574.02375084016
416640.9277265184,261000.0,155640.92772651842
354942.14195790293,261490.0,93452.14195790293
259337.53121817153,261500.0,2162.468781828473
620753.2312874839,261500.0,359253.23128748394
193071.5116471512,262000.0,68928.4883528488
439787.6268173012,262000.0,177787.6268173012
531340.5126256809,262000.0,269340.5126256809
342118.08778071223,262000.0,80118.08778071223
272606.5407132381,262500.0,10106.540713238122
411924.112466624,262500.0,149424.112466624
370571.45361021324,262500.0,108071.45361021324
614841.5960844831,262500.0,352341.5960844831
411703.9774559569,263000.0,148703.97745595692
537382.8232461195,263500.0,273882.82324611954
434746.99621000007,263900.0,170846.99621000007
253885.07207655674,264000.0,10114.927923443262
346909.2456483772,264950.0,81959.24564837723
163732.92047844024,265000.0,101267.07952155976
262803.1937252924,265000.0,2196.8062747076037
222186.178750602,265000.0,42813.821249397995
240761.85498438677,265000.0,24238.145015613234
466765.91582876834,265000.0,201765.91582876834
246584.03059415834,265000.0,18415.969405841664
384060.5981159468,265000.0,119060.5981159468
253291.43154313992,265000.0,11708.568456860085
355091.72341539257,265000.0,90091.72341539257
295899.03220691736,265000.0,30899.032206917356
326122.84871483827,265000.0,61122.84871483827
705818.8511575493,265000.0,440818.8511575493
435366.18541779293,265000.0,170366.18541779293
453941.8616515776,265000.0,188941.86165157758
472517.53788536246,265000.0,207517.53788536246
422612.6847937796,265000.0,157612.68479377963
353762.43900025537,265000.0,88762.43900025537
702868.6975214818,265000.0,437868.6975214818
398730.3418212766,265000.0,133730.34182127658
463745.20863952336,265000.0,198745.20863952336
367475.5075712491,265800.0,101675.5075712491
282779.60416934045,265900.0,16879.604169340455
382735.1027554026,265950.0,116785.10275540262
515860.7824308603,266950.0,248910.78243086027
342928.07427020307,267000.0,75928.07427020307
426298.4823115676,267500.0,158798.48231156758
326488.776128402,268000.0,58488.77612840198
401310.7789891874,268000.0,133310.77898918738
370201.7371420565,268500.0,101701.73714205652
349859.3992844448,269000.0,80859.39928444481
432710.5094001629,269000.0,163710.5094001629
404406.7250281516,269000.0,135406.7250281516
352644.3043131903,269000.0,83644.30431319028
599451.3254828918,269100.0,330351.32548289176
219459.94917979458,269500.0,50040.05082020542
427699.2165218309,269800.0,157899.21652183088
268405.2343243969,269900.0,1494.765675603121
431385.0140396188,269950.0,161435.01403961878
379639.15671643853,269950.0,109689.15671643853
522862.66099827946,270000.0,252862.66099827946
293392.937646777,270000.0,23392.93764677702
373887.5346598444,270000.0,103887.53465984442
373887.5346598444,270000.0,103887.53465984442
289927.2751396562,270000.0,19927.27513965621
356197.08376526966,270000.0,86197.08376526966
411924.112466624,270000.0,141924.112466624
386417.1112185975,270000.0,116417.1112185975
472737.6728960295,270000.0,202737.6728960295
794716.0609482991,270000.0,524716.0609482991
425928.7658434108,270000.0,155928.7658434108
384945.82345515676,270000.0,114945.82345515676
359072.8947935667,270000.0,89072.89479356672
469421.59184639825,270000.0,199421.59184639825
453572.145183421,270000.0,183572.14518342097
695365.5308265196,270000.0,425365.5308265196
314474.7084407021,271000.0,43474.70844070212
441558.0774957211,272000.0,169558.0774957211
722609.855969404,272000.0,450609.855969404
394233.6615720492,272500.0,121733.6615720492
562299.9730153221,272500.0,289799.9730153221
408225.5406116481,273000.0,135225.54061164812
479224.9388343439,273000.0,206224.93883434392
444874.15854535234,273148.0,171726.15854535234
